Unnamed: 0,images,type
,images/tonyimagess92.jpg,type_7
,images/tonyimages18.jpeg,type_7
,images/applsci-12-00217-g003.png,type_7
,images/tonyimages5.jpeg,type_7
,images/l2g0tcrqnhq71.jpg,type_7
,images/asian-male-head-with-hair-loss-stock-photo_csp54319121.jpg,type_7
,images/images7.jpg,type_7
,images/gandpa-toned-e517f782e9a2abc99ff9986c7186875902bb1806-s1100-c50.jpg,type_7
,images/images41.jpg,type_7
,images/stock-photo-thin-hair-and-scalp-and-broken-hair-1080904388.jpg,type_7
,images/tonyimagess71.jpg,type_7
,images/maxresdefault2.jpg,type_7
,images/tonyimagess142.jpg,type_7
,images/tonyimagess100.jpg,type_7
,images/tonyimagess4.jpg,type_7
,images/depositphotos_270896024-stock-photo-mesotherapy-hair-head-traces-injections.jpg,type_7
,images/tonyimagess111.jpg,type_7
,images/tonyimagess28.jpg,type_7
,images/F1.large.jpg,type_7
,images/tonyimagess17.jpg,type_7
,images/depositphotos_110500330-stock-photo-back-of-the-bald-head.jpg,type_7
,images/tonyimagess143.jpg,type_7
,images/tonyimagess22.jpg,type_7
,images/tonyimagess15.jpg,type_7
,images/image19.jpeg,type_7
,images/tonyimagess164.jpg,type_7
,images/tonyimagess33.jpg,type_7
,images/do_native_men_get_male_pattern_baldness.jpg,type_7
,images/images11.jpg,type_7
,images/tonyimagess157.jpg,type_7
,images/depositphotos_211209270-stock-photo-mature-man-dandruff-scratching-his.jpg,type_7
,images/tonyimagess162.jpg,type_7
,images/tonyimagess201.jpg,type_7
,images/tonyimagess192.jpg,type_7
,images/depositphotos_81941744-stock-photo-hair-loss-and-grey-hair.jpg,type_7
,images/tonyimagess307.jpg,type_7
,images/tonyimagess294.jpg,type_7
,images/tonyimagess104.jpg,type_7
,images/images68.jpg,type_7
,images/tonyimagess21.jpg,type_7
,images/image.jpeg,type_7
,images/tonyimagess193.jpg,type_7
,images/images28.jpg,type_7
,images/tonyimages23.jpeg,type_7
,images/Male-Pattern-Baldness-Homage.jpg,type_7
,images/tonyimagess209.jpg,type_7
,images/images69.jpg,type_7
,images/images25.jpg,type_7
,images/tonyimagess55.jpg,type_7
,images/tonyimagess9.jpg,type_7
,images/images12.jpg,type_7
,images/images75.jpg,type_7
,images/images80.jpg,type_7
,images/3-716b11cee3d09ec3f427fb4b8b33d158c073bba7210d2c71e5265646c569da88.jpg,type_7
,images/shutterstock_1358112950-16509832743x2.jpg,type_7
,images/depositphotos_36677917-stock-photo-man-controls-hair-loss.jpg,type_7
,images/tonyimagess228.jpg,type_7
,images/tonyimagess3.jpg,type_7
,images/tonyimagess43.jpg,type_7
,images/depositphotos_147475857-stock-photo-young-woman-with-hair-loss.jpg,type_7
,images/asian-hair-transplant-patient-815x1024.jpeg,type_7
,images/tonyimagess276.jpg,type_7
,images/060627_asian3.jpg,type_7
,images/tonyimagess237.jpg,type_7
,images/images76.jpg,type_7
,images/tonyimagess138.jpg,type_7
,images/images8.jpg,type_7
,images/images78.jpg,type_7
,images/tonyimages22.jpeg,type_7
,images/tonyimagess95.jpg,type_7
,images/tonyimagess258.jpg,type_7
,images/tonyimagess154.jpg,type_7
,images/tonyimagess37.jpg,type_7
,images/images39.jpg,type_7
,images/an-s-head-with-hair-loss-problem-bald-head-of-hair-loss-treatment-1193872288.jpg,type_7
,images/images24.jpg,type_7
,images/images27.jpg,type_7
,images/tonyimagess45.jpg,type_7
,images/42-25545891.jpg,type_7
,images/tonyimagess19.jpg,type_7
,images/tonyimagess130.jpg,type_7
,images/tonyimagess168.jpg,type_7
,images/tonyimagess101.jpg,type_7
,images/image16.jpeg,type_7
,images/tonyimagess282.jpg,type_7
,images/images59.jpg,type_7
,images/tonyimagess86.jpg,type_7
,images/images42.jpg,type_7
,images/tonyimages4.jpeg,type_7
,images/tonyimagess115.jpg,type_7
,images/tonyimagess44.jpg,type_7
,images/5-AFTER.jpg,type_7
,images/tonyimagess261.jpg,type_7
,images/tonyimagess304.jpg,type_7
,images/tonyimagess225.jpg,type_7
,images/ving-serious-hair-loss-problem-male-alopecia-or-hair-loss-concept-1482072038.jpg,type_7
,images/hair_transplant_NHI_18.jpg,type_7
,images/tonyimagess61.jpg,type_7
,images/ng-young-man-hair-loss-problem-young-man-has-got-problem-hair-loss-149239308.jpg,type_7
,images/tonyimagess65.jpg,type_7
,images/depositphotos_91337426-stock-photo-hair-loss-male-head-with.jpg,type_7
,images/images34.jpg,type_7
,images/84442a66-f423-11e7-8693-80d4e18fb3a2_1280x720_170137.jpg,type_7
,images/thinning-sparse-hair-male-pattern-loss-southeast-asian-chinese-elder-man-231920764.jpg,type_7
,images/images49.jpg,type_7
,images/tonyimages.jpeg,type_7
,images/tonyimagess73.jpg,type_7
,images/tonyimagess200.jpg,type_7
,images/depositphotos_163521066-stock-photo-dandruff-on-male-dark-hair.jpg,type_7
,images/tonyimagess222.jpg,type_7
,images/tonyimagess296.jpg,type_7
,images/images16.jpg,type_7
,images/depositphotos_403731484-stock-photo-close-top-view-man-head.jpg,type_7
,images/tonyimagess116.jpg,type_7
,images/tonyimagess293.jpg,type_7
,images/800px-Male-pattern_hair_loss.jpg,type_7
,images/images62.jpg,type_7
,images/tonyimagess226.jpg,type_7
,images/tonyimages13.jpeg,type_7
,images/images54.jpg,type_7
,images/tonyimagess85.jpg,type_7
,images/tonyimagess217.jpg,type_7
,images/patient6-4.jpg,type_7
,images/images44.jpg,type_7
,images/asian-male-head-with-hair-loss-closeup-M1915C.jpg,type_7
,images/tonyimagess12.jpg,type_7
,images/tonyimagess159.jpg,type_7
,images/tonyimagess280.jpg,type_7
,images/images46.jpg,type_7
,images/Asian2Male_Back_Before.jpg,type_7
,images/tonyimages15.jpeg,type_7
,images/ess-typically-appears-first-at-the-hairline-or-top-of-the-head-it-1634221363.jpg,type_7
,images/4AABDC5900000578-5559687-image-m-72_1522348550477.jpg,type_7
,images/tonyimagess262.jpg,type_7
,images/tonyimagess275.jpg,type_7
,images/48-BEFORE.jpg,type_7
,images/tonyimagess187.jpg,type_7
,images/2022.06.21-male-pattern-hair-loss.jpg,type_7
,images/tonyimagess24.jpg,type_7
,images/tonyimagess292.jpg,type_7
,images/tonyimages9.jpeg,type_7
,images/depositphotos_11963846-stock-photo-male-head-with-hair-loss.jpg,type_7
,images/H5775a22c367f4818a8bc4923719f5c4bE.jpg,type_7
,images/tonyimagess281.jpg,type_7
,images/tonyimagess90.jpg,type_7
,images/stock-photo-mature-man-hair-loss-problem-health-care-shampoo-and-beauty-product-concep-609679133.jpg,type_7
,images/bald_AFP.jpg,type_7
,images/images50.jpg,type_7
,images/tonyimagess82.jpg,type_7
,images/depositphotos_58046007-stock-photo-thin-hair.jpg,type_7
,images/tonyimagess39.jpg,type_7
,images/er-barber-shop-hair-beard-care-russia-sverdlovsk-12-february-2018_86390-6950.jpg,type_7
,images/images51.jpg,type_7
,images/tonyimagess273.jpg,type_7
,images/fmed-08-649392-g001.jpg,type_7
,images/images35.jpg,type_7
,images/IMG_2121cropped.jpg,type_7
,images/depositphotos_183536822-stock-photo-close-up-of-balding-and.jpg,type_7
,images/tonyimagess114.jpg,type_7
,images/tonyimagess268.jpg,type_7
,images/tonyimagess103.jpg,type_7
,images/image6.jpeg,type_7
,images/tonyimagess220.jpg,type_7
,images/images9.jpg,type_7
,images/tonyimagess299.jpg,type_7
,images/image4.jpeg,type_7
,images/-loss-hair-glabrous-mature-asian-business-smart-active-office-man_39768-7817.jpg,type_7
,images/tonyimagess169.jpg,type_7
,images/tonyimagess67.jpg,type_7
,images/tonyimagess213.jpg,type_7
,images/tonyimagess23.jpg,type_7
,images/49-BEFORE.jpg,type_7
,images/tonyimagess156.jpg,type_7
,images/tonyimagess167.jpg,type_7
,images/220201173617-02-male-pattern-baldness-stock.jpg,type_7
,images/images6.jpg,type_7
,images/tonyimagess16.jpg,type_7
,images/images37.jpg,type_7
,images/images73.jpg,type_7
,images/asian-female-head-hair-loss-problem-old-132228434.jpg,type_7
,images/images19.jpg,type_7
,images/tonyimagess99.jpg,type_7
,images/tonyimagess240.jpg,type_7
,images/tonyimagess88.jpg,type_7
,images/tonyimagess211.jpg,type_7
,images/depositphotos_164607560-stock-photo-bald-spot-on-his-head.jpg,type_7
,images/tonyimagess31.jpg,type_7
,images/tonyimagess176.jpg,type_7
,images/tonyimagess227.jpg,type_7
,images/tonyimagess102.jpg,type_7
,images/tonyimagess141.jpg,type_7
,images/alopecia_20.jpg,type_7
,images/alopecia_97.png,type_7
,images/alopecia_56.jpeg,type_7
,images/alopecia_62.jpg,type_7
,images/alopecia_57.png,type_7
,images/alopecia_64.jpeg,type_7
,images/alopecia_53.jpg,type_7
,images/alopecia_32.jpg,type_7
,images/alopecia_28.png,type_7
,images/alopecia_89.jpg,type_7
,images/alopecia_59.jpg,type_7
,images/alopecia_84.jpg,type_7
,images/alopecia_17.png,type_7
,images/alopecia_34.jpeg,type_7
,images/alopecia_29.jpg,type_7
,images/alopecia_85.jpg,type_7
,images/alopecia_88.png,type_7
,images/alopecia_24.jpg,type_7
,images/alopecia_35.jpg,type_7
